id,google_id,name,rating,vicinity,latitude,longitude
8783,ChIJaarFLbWk2EcRMAAxA3k3Tj8,"Blackmore House Housing for the Elderly",0,"19 Junction Road, Romford",51.5800133,0.1880652
8788,ChIJBRFvMy4DdkgRb9FUX_JRHMg,"Binnacle House",0,London,51.5072823,-0.0578062
8799,ChIJiepP0i0DdkgRrXLTxEokRso,"Apartment Tower Bridge - Lowood Street",0,"Flat 15, Chancery House, Lowood Street, London",51.5102654,-0.0559750
8881,ChIJwWmGxlIFdkgRiSiniIOk9nQ,"MStay 27 Paddington Hotel",4,"25-27 Craven Road, London",51.5139694,-0.1782287
8882,ChIJ_Q-IO1MFdkgR5aVQSbyuVYA,"Paddington Court Rooms Hotel",3.8,"3 Devonshire Terrace, London",51.5138359,-0.1797976
8917,ChIJUdgg8fZsdkgRZa-2Q_jrcV4,"The Barn Hotel",3.9,"West End Road, Ruislip",51.5703430,-0.4218501
8918,ChIJ4-QqiFtsdkgR8BuUUpmV6MM,"Premier Inn Ruislip",4.1,"Ickenham Road, Ruislip",51.5729218,-0.4313690
8919,ChIJNca7Du5sdkgRuXiVEigGetA,"St. George's Tavern",0,"68 Victoria Road, Ruislip",51.5717163,-0.4122133
8920,ChIJxWynwtlsdkgR58QekVEkRsY,"Ramada London South Ruislip",4,"Long Drive, Station Approach, London",51.5572052,-0.3979347
8921,ChIJffu6T_tsdkgRkBz3VhGrSfk,"The Bell Inn",3.7,"298 West End Road, Ruislip",51.5623589,-0.4136108
8922,ChIJrxMRSedsdkgRlylFUeg-2gM,Fairview,0,"Kanta House, Victoria Road, Ruislip",51.5620804,-0.4023905
8923,ChIJi9u3ft1sdkgRRoIFMvnq_iw,"Home From Home",0,"61 Torcross Road, Ruislip",51.5645294,-0.4008602
8924,ChIJxTPUs-NsdkgRb0JEtkQ97Ug,"noua casa",0,"59 Carmichael Close, Ruislip",51.5593071,-0.4090571
8925,ChIJecjA-d9sdkgRIsi-Sh_YjSc,"Highrack Ltd",0,"Charlwood House, The Runway, Ruislip",51.5566216,-0.4004236
8928,ChIJH8I7XOhsdkgRrx-fEqgKzdU,"Besingby Park Playing field",0,Ruislip,51.5684357,-0.4037749
9014,ChIJDVST9NEGdkgRyzTimA5DRtA,"Flora Sandes",3.8,"2-4 Ambassador House, Thornton Heath",51.3982162,-0.0996678
9015,ChIJyYKaWtIGdkgRYNdp8Ef0ZXQ,"Oasis Foyer Croydon",0,"162 Gillett Road, Thornton Heath",51.3974991,-0.0970667
9016,ChIJJ9KhmNIGdkgRPiT_0TyesHs,"balham Beds",0,"8 The Drive, Croydon",51.3990211,-0.0950186
9017,ChIJteWySioHdkgRgmIPPCa2JAg,"Lazy Vacation",0,"102-116 Windmill Road, Croydon",51.3863106,-0.0981552
9021,ChIJtUiXcSmk2EcR5O2v10OWz3w,Krackers,0,"Electric Parade, Seven Kings Road, Ilford",51.5632515,0.0977230
9022,ChIJ84rWHYKm2EcRA3MSUBQJui4,"Arkle Bros (London) Ltd",0,"5 Herbert Road, Ilford",51.5624199,0.0930090
9024,ChIJ1Z0rLSik2EcRMcYPWpCpqrE,"Under Construction- Seven Kings Hotel",0,"Cameron Road, Ilford",51.5649338,0.0946709
9026,ChIJ78YAFBEcdkgRIwD7e_LGfMY,"The Fountain",3.2,"125 West Green Road, London",51.5850754,-0.0794577
9027,ChIJh8Va9hAcdkgRjG4yapVYFZg,"Birdsmouth Court",0,"Bathurst Square, Lawrence Road, London",51.5864983,-0.0789565
9030,ChIJO97mMhMcdkgRBOoaRjKiyhI,"Latimer House",0,"1-32 Latimer Road, London",51.5781021,-0.0784480
9031,ChIJVc-tlBUcdkgR1M3qCtZcos8,RLondon,0,"188 High Road, London",51.5820236,-0.0717425
9033,ChIJAUD3ghUcdkgRE_dx0whJVD4,"River Heights",0,"High Road, London",51.5808411,-0.0711675
9034,ChIJ_ziwXWscdkgR97UPj91utoI,"Hotel shmuel",0,"22B Frinton Road, London",51.5769043,-0.0759744
9035,ChIJAVmJqxIcdkgR6wIqK2GotHY,"No.8 Seven Sisters",3.6,"618 Seven Sisters Road, London",51.5783005,-0.0819638
9036,ChIJP0UQtg0cdkgRSdb_MaEdRHE,"West Lodge",0,"11 Avenue Road, London",51.5819817,-0.0849003
9038,ChIJRzHTAW0cdkgRjAYLfzjbkhY,"Jobb Powell House",0,"26A Vartry Road, London",51.5756226,-0.0794458
9040,ChIJqZXGVy0DdkgRIuLG0p5pdg0,"Holiday Inn London - Commercial Road",4.1,"5 Cavell Street, London",51.5148392,-0.0572785
9052,ChIJQZNuEzIDdkgRRNN76IhZAGs,"Cable Street Inn",4,"232 Cable Street, London",51.5110016,-0.0589313
9062,ChIJ92ujxi0DdkgREv0LlZDCPWg,"Boho East",0,"Dellow Street, London",51.5107574,-0.0567690
9063,ChIJU2yaqC0DdkgRqXs3ZIciTWw,"Colour Block",0,"Spencer Way, London",51.5121460,-0.0564360
9064,ChIJZwgh4jIDdkgREvIwOudAuKc,"London Winx Budget Apartment",0,"126 Cannon Street Road, London",51.5133362,-0.0615147
9065,ChIJf3lJhTMDdkgRDG4PI2eHFws,"MAX Serviced Apartments Aldgate, Wilson Tower",0,"16 Christian Street, London",51.5117455,-0.0638629
9066,ChIJ5XcPuS0DdkgRwilFj7D7SNY,"The London Dream",0,"3, City East Bulding, 265 Cable Street, London",51.5112610,-0.0566942
9067,ChIJf3lJhTMDdkgRhH5CXq9T0mA,"MAX @ Wilson Tower Aldgate, London",0,"16 Christian Street, London",51.5117760,-0.0639549
9068,ChIJ0QltfzQDdkgRjQ6FVGmRMBo,"Langmore House",0,"Stutfield Street, London",51.5121498,-0.0646324
9071,ChIJFwOcTTMDdkgR7L-f69iH20U,"Holiday Apartments Tower Bridge, London",0,London,51.5148354,-0.0637883
9072,ChIJ7X_NkTQDdkgRuG821F9V5hA,"Kestrel Escapes",0,"Flat 1,, 9 Boyd Street, London",51.5130615,-0.0654829
9073,ChIJ4TmEOEoDdkgRzeFzqJ4Togg,Travelodge,3,"6-13 Chamber Street, London",51.5112038,-0.0697645
9074,ChIJIewCuzQDdkgRN_0gDJUqtq8,Easyroom,4.2,"19 Henriques Street, London",51.5141525,-0.0653695
9075,ChIJYddZVzQDdkgRvbDQGI4LFyI,"Wool House",4.4,"74 Back Church Lane, London",51.5120735,-0.0667682
9076,ChIJgVSNCjUDdkgRUtAhyEG5gOg,"City Nites Aldgate Serviced Apartments",0,"Christopher Court, 97 Leman Street, London",51.5124397,-0.0688181
9077,ChIJI80IzjQDdkgRYnB5KjyrdlU,"Pure Aldgate - Pure Student Living",3.8,"60 Commercial Road, London",51.5146408,-0.0667062
9078,ChIJs9UN0DUDdkgRutjvuNcU2no,"wombat's CITY HOSTEL London",4.5,"7 Dock Street, London",51.5104256,-0.0681529
9079,ChIJs9UN0DUDdkgRXKEMoItjfFk,"Dock Street Hostel",0,"7 Dock Street, London",51.5103264,-0.0681825
9081,ChIJkUd7LDUDdkgRjq9o2y2nkFg,"Marlin Apartments - Aldgate Tower Bridge",4,"58 Commercial Road, London",51.5146713,-0.0673465
9082,ChIJOQlx2MocdkgR40LExPl5T9g,"Lemon Apartments",0,"13, 1-13 Adler Street, London",51.5156059,-0.0675425
9083,ChIJgVSNCjUDdkgRdOQXElX7Epc,"Bridgestreet Accommodations London Ltd",0,"Christopher Court, 97 Leman Street, London",51.5124397,-0.0688181
9084,ChIJM50ZnzUDdkgRgZwuo_9Hv3M,"Still Life Tower Hill",0,"Sugar House, 99 Leman Street, London",51.5121422,-0.0690799
9085,ChIJFy5ZrDcDdkgR6sh7df-V2ZE,"Apartment Thomas More Street",0,"Thomas More St, London",51.5069275,-0.0679590
9087,ChIJAx4MSjUDdkgR7vDXpHbdkak,"Aldgate Altitude",0,"Goodman Stile, London",51.5147209,-0.0689901
9089,ChIJd5xlWTUDdkgRJAKVUmnn0sg,"Premier Inn London City Aldgate",4.2,"66 Alie Street, Aldgate, London",51.5141563,-0.0697130
9090,ChIJffMplUoDdkgRWuxeXm0iXjo,"SACO Aldgate - Altitude",0,"71 Alie Street, Aldgate, London",51.5144348,-0.0696243
9091,ChIJE4YczzcDdkgRvPPolo__-9I,Hamlet,0,"Mews Street, London",51.5065727,-0.0687280
9092,ChIJp5aSUTIDdkgRdPNGs5b79FM,"11 Welstead House",0,"Cannon Street Road, London",51.5122604,-0.0616571
9093,ChIJxb-EVi0DdkgRvbLBYtx1Cuk,"CRE Apartments",0,"253 Commercial Road, London",51.5146866,-0.0577788
9094,ChIJ7Q-PMTMDdkgRb4s454qvlxo,"Executive City Apartments",0,"150A Commercial Road, E1 1NL",51.5146332,-0.0624847
9097,ChIJ_0Z6ljQDdkgReuBKdgPGOKw,"Tower Hill Nice Rooms",0,"Fairclough Street, London",51.5135460,-0.0656269
9099,ChIJWzl9yjQDdkgRpUtVfOHAd0c,"Skyline Plaza Apartments London",0,"Weyhill Road, London",51.5146408,-0.0660372
9100,ChIJyX6OiO--2EcRY0smFw8bE-U,"Hiltops Bed & Breakfast",0,"31 Mulberry Hill, Brentwood",51.6284142,0.3188539
9160,ChIJ3wsOptoPdkgR6GonToPeSDQ,Crybb,0,"138B Uxbridge Road, London",51.5050011,-0.2229818
9180,ChIJj_n9adQPdkgRwrcktZj3ipU,"Central London 2 Bedroom Apartment",0,"Evans House, London",51.5108376,-0.2311135
9197,ChIJM3moci4OdkgRn1HfnqN5m_I,"Monkeys in the Trees",2.7,"49 Becklow Road, London",51.5055504,-0.2416365
9202,ChIJj_n9adQPdkgRzCj506xMasQ,"Evans House",0,London,51.5108376,-0.2311135
9214,ChIJmxKX7ywOdkgRcpHBzhqi14Y,"Kalivaki Guest House",0,"6 Adelaide Grove, London",51.5076103,-0.2372485
9216,ChIJBZRMH9APdkgREbKJG28FhAw,"المركز الثقافي العراقي",0,"Shepherd's المملكة المتحدة, 65-69 Shepherd's Bush Green, London",51.5045776,-0.2248810
9217,ChIJk98UmM0PdkgRMX72GqUQ0Ls,"Baths Court",0,"61 Scotts Road, London",51.5033379,-0.2294495
9219,ChIJ83l9Xc4PdkgRdTZMu8uErvY,"st christopher inn hostel",0,London,51.5021706,-0.2277005
9220,ChIJNyA1s9IPdkgRzGRTr8Lnqag,"The Broadway Coninghams",0,"160 Coningham Road, London",51.5050392,-0.2348693
9276,ChIJub9cxLYcdkgRGe26eIKP0tc,"28 Wheler Street Apartment",0,"28 Wheler street, London, E16ND, London",51.5220108,-0.0753328
9282,ChIJ03eHHdoBdkgRREhB_iBaDr0,"Durley Dene Guest House",0,"82 Shortlands Road, Bromley",51.4003792,-0.0050481
9283,ChIJ1YtPqamu2EcR4qGvTFuec9c,"Premier Inn London Sidcup",4.5,"101-108 Station Road, Sidcup",51.4332466,0.1024110
9284,ChIJKUqfQwKs2EcRP5UGfNRO8k0,"Toronto Hotel",0,"39 Station Road, Sidcup",51.4293518,0.1014958
9285,ChIJf7EH0ZYedkgRRUX7k-KC1SA,"No.8 at The White Horse",3.7,"White Horse P H, 103 Fore Street, London",51.6119728,-0.0650140
9286,ChIJZ34SvJAedkgRfMRTcpg_Aaw,Acasa,0,"Alpha Road, London",51.6105881,-0.0636280
9287,ChIJ60ihNNOv2EcRGW6Kl0kzGMM,"Gunning Place",0,"Callender Road, Erith",51.4728966,0.1800667
9294,ChIJRSxBRmoFdkgRoYO_c-w0at4,"My Chelsea",4.1,"35 Ixworth Place, London",51.4919853,-0.1685057
9299,ChIJfx9BfiIFdkgR8mLvHm77DIw,"Belgravia Rooms",3.3,"104 Ebury Street, London",51.4936943,-0.1500883
9306,ChIJ1-KdBhUFdkgRtWdM6LeQCu0,"San Domenico House Hotel",4.3,"29-31 Draycott Place, London",51.4917793,-0.1616049
9312,ChIJ_RBNfhgFdkgR_oe7A6DebE8,"Park Avenue Belgravia",4.1,"106-108 Ebury Street, London",51.4936295,-0.1500892
9319,ChIJ10uKfBgFdkgRpTP-39COLUE,"Lime Tree Hotel",4.4,"135 Ebury Street, London",51.4934006,-0.1499921
9325,ChIJBTEQghgFdkgRjryXmjRqHnA,"Lynton Hotel London",4.5,"113 Ebury Street, London",51.4939537,-0.1493030
9329,ChIJOf5i2BkFdkgRCZlpbsEzrJs,"The Orange Public House & Hotel",4.1,"37-39 Pimlico Road, London",51.4905663,-0.1522972
9330,ChIJnROzfyIFdkgRiUFQRZy82oM,Studios@82,0,"82 Ebury Street, London",51.4940491,-0.1495573
9335,ChIJ9RU8bhgFdkgR0exwIp11_u0,"Morgan House Hotel",0,"120 Ebury Street, London",51.4932098,-0.1506146
9337,ChIJywylexgFdkgR06UsvOQ60kg,"Astors Hotel",3.6,"110-112 Ebury Street, London",51.4935341,-0.1502518
9342,ChIJee0_FR8FdkgRyoA4kr_feCM,"Cherry Court Hotel",3.8,"23 Hugh Street, London",51.4925232,-0.1451165
9345,ChIJVSfheCIFdkgRr3rgs5iM8A0,"The Lord Milner London",4.2,"111 Ebury Street, London",51.4939919,-0.1491900
9346,ChIJmXW_Ox8FdkgRHFE74XBk-ek,"Cedar Guest House",0,"30 Hugh Street, London",51.4922409,-0.1457560
9347,ChIJBTEQghgFdkgRa7mtCKJ7xAY,"Eaton House Hotel",0,"125 Ebury Street, London",51.4936256,-0.1496434
9349,ChIJc4qEB7n9dUgRFnjh-jSlvlQ,"Coulsdon Manor Hotel",3.5,"Coulsdon Court Road, Old Coulsdon",51.3173103,-0.1229960
9350,ChIJa49bu5j9dUgRuwP7YjT9YfY,"Oregon Care Ltd",0,"26 The Drive, Coulsdon",51.3259048,-0.1351125
9353,ChIJj0Yq1Uan2EcRk2UPvPwch6M,"Travelodge London Snaresbrook Hotel",4,"73 Hollybush Hill, London",51.5831184,0.0207651
9355,ChIJj7CZMkCn2EcRQ4TGtk2F7ek,"Wanstead House",0,"Abbeyfield Society, 10-12 Selworthy Close, London",51.5788040,0.0206850
9356,ChIJw5INCkSn2EcRtz7hiPpnohA,"Eagle Lodge Sheltered Housing",0,"37 Snaresbrook Road, London",51.5837440,0.0165849
9357,ChIJN4iQNTyn2EcR3MqYtnH5JUI,"The Fosters Bed and Breakfast",0,"71 Grosvenor Road, London",51.5810738,0.0304711
9358,ChIJhzW51UCn2EcRDrbLVoFc7Pg,Eagle,0,"73 Hollybush Hill, London",51.5831451,0.0206979
9380,ChIJfUIR1BYDdkgRfuX9Jn0_fQc,"Bermondsey Holiday Apartment",0,"1 Sheppard Drive, London",51.4889832,-0.0618683
9381,ChIJ98d6wxADdkgR55IjyNGOtx8,"Stubbs Drive Apartment",0,"2 Stubbs Drive, London",51.4876938,-0.0606880
9383,ChIJQWgSeeECdkgRbTEt0lE_vt4,"Beautiful Studio - Central London Zone 2",0,"45 John Silkin Lane, London",51.4891701,-0.0437069
9385,ChIJT8tR2uMCdkgRW_zPcfDanoQ,"Surrey Quays Studio",0,"sybil phoenix, London",51.4882660,-0.0430835
9389,ChIJ27DkzxMDdkgRljqF5GcTkZo,"Inspired London | Fern Walk",0,"8 Fern Walk, London",51.4865608,-0.0651793
9390,ChIJrQKJ9hkDdkgRP_KDXJM-9VU,"Tower Bridge Apartment",0,"Flat 7, 264 Rotherhithe New Road, London",51.4888954,-0.0575886
9395,ChIJdS_rtgQDdkgRL_UFB2lccOI,"Accident Repair Centere",0,"186 Ilderton Road, London",51.4830513,-0.0539586
9396,ChIJ1XpL2xEDdkgRY1IrfjPcMbk,"Vision Hotels",0,"53 Sandgate St, London",51.4841080,-0.0625830
9397,ChIJdZt3fhEDdkgRdhx89xR2dUM,"Ivy Court",0,"Ivy Court, Argyle Way, London",51.4864044,-0.0643585
9422,ChIJTxTdevINdkgRCg965EXbWpc,"Clarendon House Apartments",0,"48 Ranelagh Road, London, Ealing",51.5047302,-0.3023061
9471,ChIJC2glyxATdkgRxWRibgX3ajY,"Eurotraveller Hotel Premier Harrow (Nr Wembley Stadium)",3.8,"56-60 Northolt Road, London",51.5687523,-0.3479982
9472,ChIJozs_3zwTdkgR82vpsqrFbDw,"YMCA West London",0,"Roxeth Hill, Harrow",51.5685501,-0.3433572
9475,ChIJzfQDcRkTdkgRmj7W3jOa-xo,"wheatley hills",0,"Dorset House, 55 Brooke Avenue, Harrow",51.5639801,-0.3488414
9477,ChIJx7r9NT0TdkgRlEbvw4oiPdQ,"bridge court",0,"121 Stanley Road, Harrow",51.5670319,-0.3554253
9478,ChIJjVHRKRcTdkgRIUyIF9KWHHU,"McKee's B & B",0,"4 Shaftesbury Avenue, Harrow",51.5691948,-0.3474156
9479,ChIJnyG90BATdkgRgTF-fYKKL_8,"Harrow Bed and Breakfast",0,"The Broadway, 7 7sy, Northolt Road, Pinner, Harrow",51.5693092,-0.3472726
9481,ChIJSR2qtAUTdkgRxX_Wq0892Jw,"Gooden Cottage",0,"South Hill Avenue, Harrow",51.5644989,-0.3379127
9518,ChIJm_BvYl0FdkgR5-qNzNVoA3M,"The Ampersand Hotel",4.6,"10 Harrington Road, London",51.4943085,-0.1755579
9520,ChIJYVQozGUFdkgR7p39drqixLE,"Evelyn Gardens",0,"69 Evelyn Gardens, London",51.4877586,-0.1784803
9524,ChIJv5ItaF0FdkgRG7goC6Anh04,"Acacia Hostel",2.3,"14 Queensberry Place, South Kensington",51.4946594,-0.1776510
9525,ChIJI5PqeGcFdkgR-dZiXB7LH2o,"Halpin House - LHA London Ltd",0,"Halpin House, 97 Queen's Gate, London",51.4930725,-0.1789102
9527,ChIJp3SvpEIFdkgRp3vLtTqUegU,"The Pelham Hotel",4.7,"15 Cromwell Place, London",51.4945068,-0.1749843
9532,ChIJxePzolsFdkgRcOKM_XoqmoU,"Astor Hyde Park Hostel",4.4,"191 Queen's Gate, London",51.5004044,-0.1797439
9534,ChIJI6yw-GcFdkgRvLffY8bCC8Q,"South Kensington Home Bute Street",0,"Bute Street, London",51.4937935,-0.1765510
9535,ChIJYTGmDUMFdkgR5jrVQxT0vfs,"The Knightsbridge Queen",0,"71/72 Exhibition Road Flat 9, London",51.4976234,-0.1738234
9536,ChIJhTF4J0e32EcRT-16C1s1RPM,"Cheval Harrington Court",0,"13 Harrington Road, London",51.4939537,-0.1755079
9539,ChIJO_QN3WYFdkgRBdBb839wi1E,"Roland House",0,"121 Old Brompton Road, London",51.4908524,-0.1807044
9540,ChIJ85zc2V8FdkgRPPLj_1TD9t8,"LAK Serviced Apartments",0,"3-4 Ashburn Gardens, London",51.4940643,-0.1857383
9541,ChIJ64WfEmgFdkgRxLR92rgCyZE,"Aster House",4.7,"3 Sumner Place, London",51.4925842,-0.1755205
9614,ChIJv-C5_0EcdkgRlG0OhiQO7D4,"Kadimah Hotel",4.1,"146 Clapton Common, London",51.5730209,-0.0704544
9617,ChIJ875qvG0cdkgRUr9GHd7Bf4k,"Amhurst Hotel",3.5,"45-47 Amhurst Park, London",51.5746078,-0.0808823
9639,ChIJpST0_Uun2EcRmBSAdBEi6rs,"Grove Hill Hotel",2.9,"38 Grove Hill, London",51.5939484,0.0180110
9640,ChIJs57TYEyn2EcRxtVJb39_xIw,"apple inn",0,"18 Stanley Road, Woodford, London",51.5962143,0.0163349
9641,ChIJV96bgK1ydkgRgwspRjLZEDc,Mehfil,3.7,"45 The Green, Southall, London",51.5037842,-0.3799385
9642,ChIJA_i-HKtydkgR3jhKM-NtuY4,"Essex Inn Hotel",3,"60-66 The Broadway, Southall",51.5115089,-0.3786670
9643,ChIJo26zxxgBdkgRTSdYsrHRJAU,"anight Inn",0,"18-20 Portland Road, Southall",51.5022163,-0.3782558
9644,ChIJQ9SJIlQNdkgRf1vJxNZhSZc,"The Red Lion",3.8,"100 High Street, Southall",51.5105896,-0.3713556
9645,ChIJ7Vg721QNdkgRAX66TCCmSh8,"Broadway Guest House",3.4,"1A-3A The Broadway, Southall",51.5111198,-0.3758631
9646,ChIJ9aupHqtydkgRCJamuPCd44g,"Universal Plaza Hotel",0,"60-66 The Broadway, Southall",51.5115051,-0.3787477
9647,ChIJr85AzrJydkgRX4Rqu42bMeQ,"Grosvenor Lodge",0,"27 Grosvenor Road, Southall",51.5019989,-0.3770841
9648,ChIJdRzZu6xydkgR7rD1fSDqxA0,"Maharaja Guest House",0,"67-75 South Road, Southall",51.5082016,-0.3773942
9649,ChIJwzrBIrJydkgRiSFcGks6n8I,"Hotel Ice Ltd.",0,"120 The Green, Southall",51.5023308,-0.3823583
9650,ChIJj1CMBrBydkgR1YYA3S9kQCo,"home us",0,"68 Dudley Road, Southall",51.5033913,-0.3882015
9651,ChIJwZ4_7LBydkgRrS4wC8EjU9A,"Bricklayer Arms Hotel",0,"61 Western Road, London, London-Ealing",51.5002861,-0.3877400
9653,ChIJzRnHxwMfdkgRNVWfQSoJbIg,"Gable Lodge Hotel",0,"292 Lincoln Road, Enfield",51.6446342,-0.0544132
9654,ChIJa-QeKAUfdkgRGaLfNjF0t5E,"Southbury House",0,"Southbury House, 280-, 286 Southbury Road, Enfield",51.6491814,-0.0583104
9655,ChIJMaZ90v8edkgRvq6eYkWfa7A,"Pieces Court",0,"15 Star Close",51.6406441,-0.0499110
9656,ChIJqeLSXEYPdkgR425ttbRjfoY,"Wimbledon Park Bed & Breakfast",0,"21 Gartmoor Gardens, London",51.4432564,-0.2067817
9657,ChIJuZcbfkcPdkgRuZG3CM_-ZgA,"Religious of Mary Immaculate Struan House",0,London,51.4444389,-0.2107406
9658,ChIJzeyWAD8PdkgRyIHM5AVDEFs,Goandream,0,"104 Girdwood Road, London",51.4485283,-0.2140762
9659,ChIJc7gpskAPdkgR2ILpDvlufgA,"Alan & Monica Afriat",0,"24 Combemartin Road, London",51.4463730,-0.2098186
9661,ChIJ2x5S1DAPdkgRn61E6_n_RBs,"Wimbledon Sports Apartment",0,"15 Queensmere Road, London",51.4388161,-0.2171283
9662,ChIJxV7tXUEPdkgR8XunG_K9FlQ,"The White Door Bed and Breakfast",0,"34 Pulborough Road, London",51.4480934,-0.2058172
9666,ChIJ7y0Ryg8ZdkgRL3mnOZ-942k,"The Oaks Guest House",0,"76 Blagden's Lane, London",51.6282349,-0.1311543
9667,ChIJFzjp3RUZdkgRO1U7Dpxzk9o,"Travelodge London Southgate Hotel",3.6,"The Mall, Southgate, London",51.6250153,-0.1230081
9668,ChIJl0VLghoZdkgRtQd-AVSS2CE,"Lifestyle Villas and Resorts Ltd.",0,"100 High Street, London",51.6312180,-0.1274983
9669,ChIJ7SM-HBEZdkgRm8pL6MyD21g,"Minchenden Court",0,"Minchenden Court, High Street, London",51.6278038,-0.1257443
9728,ChIJx0z3aq8EdkgRv5U-4MuzTGw,"Hilton London Bankside",4.5,"2-8 Great Suffolk Street, London",51.5056190,-0.1011880
9729,ChIJNeFZsKgEdkgR-5Y1pxeO50g,"Hotel Mercuri",0,"71 Southwark Street, London",51.5052605,-0.0991760
9732,ChIJFUxePGQIdkgRKDUXoIY6NGU,"Lona Lodge",0,"307 Sutton Common Road, Sutton",51.3817558,-0.2033575
9735,ChIJx8rWzbgddkgRrrEIhYeQuaU,"The Commongate Hotel",3.9,"131-133 Markhouse Road, Walthamptonstow, London",51.5763474,-0.0296801
9737,ChIJ3aHFdusddkgRvEcMtVIV__M,Easyroomlet,3.9,"344 Hoe Street, London",51.5804062,-0.0186186
9738,ChIJ3aHFdusddkgRzrocidnPT00,"Czechia Ltd",0,"344 Hoe Street, London",51.5804062,-0.0186186
9740,ChIJN5vO5-sddkgR-OuUhqho_Js,"Travelodge London Walthamstow Hotel",3.8,"2 Station Approach, London, Walthamstow",51.5827942,-0.0188621
9743,ChIJaVoEr7gddkgRcyvv0E4ObCo,"Cricket House",0,"87 Markhouse Road, London",51.5776520,-0.0299723
9744,ChIJr_GC1-kddkgR8ces9xtk1o8,Karia,0,"Merchants Lodge, 6 Westbury Road, London",51.5848007,-0.0228881
9745,ChIJxXBFn-kddkgRJjPFg2WsFDY,"The Scene",0,"63 Cleveland Park Avenue, London",51.5846405,-0.0209016
9767,ChIJfylVNvUMdkgRBGUQZukW6h4,"Travelodge London Twickenham Hotel",3.7,"London Road, Twickenham",51.4497948,-0.3300216
9768,ChIJsVSHqUQMdkgRYB7HXr_prOI,"Arlington B & B",0,"33 Arlington Road, Twickenham",51.4567871,-0.3168869
9769,ChIJ_8xKsWAMdkgRo0NpJsDw4gc,"Abigails Guesthouse",4.3,"7 Haggard Road, Twickenham",51.4502144,-0.3241743
9770,ChIJ80XPNPUMdkgR0I9GKsLeSA0,"The London Road Guest House",0,"136 London Rd, Twickenham, Middlesex",51.4515800,-0.3303998
9771,ChIJF53GkPYMdkgR--7FTnUvHHI,"Kirkstone Lodge",0,"327 Summerwood Road, Isleworth",51.4573784,-0.3327251
9772,ChIJORr7-FwMdkgR-c3Ln-kps_w,"The Old Stables",0,"1 Bridle Lane, Twickenham",51.4546585,-0.3198462
9773,ChIJLeLE_FwMdkgR5jvpK9ErDdg,"The White's Apartment",0,"20 Crown Road, Twickenham",51.4543648,-0.3193346
9774,ChIJAyIJh4Ws2EcRmVPFNI9Rj4k,"The Mary Rose Inn",1.9,"36-50 High Street, Orpington, Bromley",51.3940010,0.1145471
9775,ChIJQ3W4Y4qs2EcRNdgi_7X1SCI,"Cray Cottage B&B",0,"23, High Street, Saint Mary Cray",51.3880157,0.1137500
9835,ChIJ_RmXqN4EdkgRzKAQ29aPpfo,"St. Ermin's Hotel, Autograph Collection",4.5,"2 Caxton Street, London",51.4990349,-0.1342043
9861,ChIJK_WvedsEdkgRMYAiSk3dxJc,"The Sanctuary House Hotel",4,"33 Tothill Street, London",51.4995079,-0.1318091
9862,ChIJvXfei9sEdkgRcVqTBHgAWVU,"Conrad London St. James",4.6,"22-28 Broadway, London",51.4994507,-0.1329250
9866,ChIJ9xo71t4EdkgRpWd7Kj3MGIQ,"The Hamptons Bar",0,"54, St. James' Court, A Taj Hotel, Buckingham Gate, London",51.4982872,-0.1372520
9872,ChIJc0MAitsEdkgRvGwHlXRaM7Y,"Fabulous Apartment in Westminster",0,"16A Broadway, Westminster, London, London",51.4991722,-0.1331795
9874,ChIJbUZyqd8EdkgRCtqX6ZIJX9k,"Wigram House",0,"84-99, Ashley Gardens, Thirleby Road, London",51.4963150,-0.1383264
9875,ChIJ8y-wMNwEdkgRV8AExqYlzzM,"City Stay Luxury Westminster Apartment",0,"16-18 Strutton Ground, London",51.4971504,-0.1339337
9876,ChIJXalKaSEFdkgRFq49_DDicaA,"Goring Dining Room",4.5,"15 Beeston Place, London",51.4975471,-0.1456094
9877,ChIJBeWMHCEFdkgR3hZauPn_eR8,"Lakeview Court Apartments",0,"49 Buckingham Palace Road, London",51.4977303,-0.1437963
9878,ChIJUcv6biAFdkgRbQN6nriTbZw,"Russell Hotel",0,"312A Vauxhall Bridge Road, London",51.4956284,-0.1418577
9882,ChIJPYMxANcEdkgR5u75Surchbw,"Ryder Street Chambers",4.6,"3 Ryder Street, Duke Street St James's, London",51.5070610,-0.1377290
9883,ChIJ2USLDN0EdkgRzodnzTVUHI8,"Sapphire Independent Housing - St. Louise",0,"33 Medway Street, London",51.4953423,-0.1316273
9884,ChIJXw2OixgFdkgRBpVf5NCGcSw,"WeKnowLondon by BHRC",0,"Visitor Centre 1, East Concourse, London",51.4956322,-0.1441147
9885,ChIJGeHx0CMFdkgRz_s7f1sfKLM,"Mews House Victoria Apartment",0,"26 Grosvenor Garden Mews North, London",51.4970703,-0.1472614
9886,ChIJz6vp2tAEdkgRc9KUeVufF04,"London Hotels All4You",0,"10, 100 Pall Mall, London",51.5063438,-0.1340973
9887,ChIJAWZC2t4EdkgR7I9e0U3i3i0,"Club At St. James Court",0,"45-51 Buckingham Gate, London",51.4986916,-0.1374485
9888,ChIJy6FUIOAEdkgR6pvLc66vmMs,"St Leonards Hotel",0,"21 Longmoore Street, London",51.4924126,-0.1406420
